"Base..Long.Name." "Base..Short.Name." "Base..Abbreviation." "Longitude" "Latitude" "5_Miles" "Std_5_Miles" "10_Miles" "Std_10_Miles" "15_Miles" "Std_15_Miles" "20_Miles" "Std_20_Miles" "25_Miles" "Std_25_Miles" "30_Miles" "Std_30_Miles" "35_Miles" "Std_35_Miles" "40_Miles" "Std_40_Miles" "45_Miles" "Std_45_Miles" "50_Miles" "Std_50_Miles" "55_Miles" "Std_55_Miles" "60_Miles" "Std_60_Miles" "65_Miles" "Std_65_Miles" "70_Miles" "Std_70_Miles" "75_Miles" "Std_75_Miles" "80_Miles" "Std_80_Miles" "85_Miles" "Std_85_Miles" "90_Miles" "Std_90_Miles" "95_Miles" "Std_95_Miles" "100_Miles" "Std_100_Miles"
"Keesler AFB" "keesler" "kslr" -88.923611 30.411389 0 0 0 0 0 0 2618147.23438648 0.0820470207356933 2618147.23438648 0.0951679010793626 2449144.2360078 0.0958133544720925 2609884.97471747 0.107491423916632 2609884.97471747 0.107491423916632 2609884.97471747 0.112687385632938 2609884.97471747 0.114370613538777 2521338.7740668 0.110490333988893 2491990.62096413 0.111560453693433 2491990.62096413 0.111560453693433 2638903.69281235 0.11870345674333 2538259.01766634 0.114176246873875 2477990.55777015 0.111465244368645 2495124.54836927 0.112917003797092 2522447.76270738 0.11478993106694 2540553.39564889 0.116169114551386 2429664.17574761 0.112458782192776
"Kirtland AFB" "kirtland" "krtl" -106.5112712 35.0128396 0 0 0 0 0 0 14450681.07 0.452852808972378 10463948.4579282 0.380357528661682 5424513.28964996 0.212213232286803 4004267.15627033 0.164920823154935 3865784.30370587 0.159217231175061 3659070.08836644 0.157988204882605 3576686.29635898 0.15673786780377 3505458.62102215 0.153616522224125 3269457.27325274 0.146365774279782 3269457.27325274 0.146365774279782 3269457.27325274 0.14706708739193 3252245.09587594 0.146292847332215 3206670.89569421 0.144242823636914 3163717.54615437 0.143174218058782 3149496.89181476 0.143325279695355 3119705.13196716 0.142651354410709 3104782.22469272 0.143707114525523
"Lackland AFB" "lackland" "lckl" -98.6205193 29.3877765 0 0 13083.1274999999 0.000409996664504528 6467300.55804003 0.20267108588101 5344810.86857893 0.167494708625665 5091237.62621208 0.185063082938657 4586436.59639758 0.179426702973903 4194752.11110824 0.172766187693439 3907582.93080894 0.16093876066337 3786652.36710199 0.163496843609244 3682735.09495822 0.161385147771408 3606265.69667774 0.158034098938604 3606265.69667774 0.161443880998549 3527903.81886083 0.15793580734531 3469641.45421079 0.156071794282059 3413488.87397343 0.153545932729253 3366051.31325845 0.151412091145084 3342448.28566977 0.151262687873127 3327241.09891204 0.151413948797603 3339422.93065187 0.152698150580432 3327940.30939523 0.154036149580087
"Langley AFB" "langley" "lngl" -76.3592241 37.0835074 0 0 1960653.25481481 0.0614425942668543 1960653.25481481 0.0614425942668543 1960653.25481481 0.0614425942668543 1960653.25481481 0.0712684346221922 2056394.06363348 0.0804485135895418 2056394.06363348 0.0846951985144868 2165760.36585075 0.0891995884273425 2157298.85637316 0.0931460085438954 2151358.92186866 0.0942770437087466 2145247.41031519 0.0940092245010838 2140102.10458315 0.095807247318289 2140102.10458315 0.095807247318289 2142770.24239421 0.0963863271978158 2140866.85100334 0.0963007086364991 2147545.2027798 0.0966011149921282 2144743.99820419 0.0970605120082254 2167139.04103407 0.0986207701941752 2164146.29488584 0.0989575575412529 2163842.88613394 0.10015504951677
"Laughlin AFB" "laughlin" "lghl" -100.7830826 29.3565576 0 0 791311.070000004 0.024797962053455 791311.070000004 0.024797962053455 791311.070000004 0.024797962053455 791311.070000004 0.0287636282038248 734051.468320867 0.0287169422286174 734051.468320867 0.0302328410340944 709213.211039949 0.0292098458949992 709213.211039949 0.0306218026398211 709213.211039949 0.0310792049696465 709213.211039949 0.0310792049696465 710855.289239308 0.0318232893457809 710855.289239308 0.0318232893457809 712015.252545538 0.032027948561115 712015.252545538 0.032027948561115 712015.252545538 0.032027948561115 708972.416463386 0.032084587157844 708972.416463386 0.0322634609197396 708972.416463386 0.0324184085258606 702382.755393938 0.0325102991982436
"Little Rock AFB" "little rock" "lttr" -92.1446849 34.8964136 0 0 0 0 0 0 6023607.67383945 0.188766719162377 6023607.67383945 0.218954110645796 6023607.67383945 0.235650497332554 5756329.08349228 0.237081716516756 5349605.01322887 0.220330269660936 5349605.01322887 0.230980678822781 5196280.10572975 0.227711853039035 5196280.10572975 0.227711853039035 5196280.10572975 0.232625019226232 5025035.26426995 0.224958797674193 4953526.71762833 0.222820084739915 4914067.9843862 0.221045147652476 4788060.43537389 0.215377062195528 4730880.11214438 0.214096249397942 4730880.11214438 0.215289850591848 4638247.47846318 0.212088084259943 4638247.47846318 0.214684674591369
"Los Angeles AFB" "los angeles" "lsan" -118.381147 33.91903 1342320.095 0.184266296630212 2285065.43309722 0.0716089639686276 2383769.62725913 0.0747021380112249 4473068.38951566 0.140176201737855 4402327.44267322 0.160021658476921 4408757.37285877 0.172475686297564 4383810.15138693 0.180552782945455 4344618.17599209 0.178938611714881 4368110.50714466 0.188602546845645 4371546.33643487 0.191570295800248 4361555.62275396 0.191132481848888 4358824.6308893 0.195134142681479 4367729.64260225 0.195532798735191 4367481.64383337 0.196458540642516 4363636.46039609 0.196285576177363 4367230.56306062 0.196447246499525 4366191.46178301 0.197592243718336 4364271.50026504 0.19860646158045 4363164.80036374 0.199509678626759 4361065.11705689 0.201855086403743
"Luke AFB" "luke" "luke" -112.3585753 33.544783 0 0 1325758.4454586 0.041546376474336 1693119.08010035 0.0530586570718755 1693119.08010035 0.0530586570718755 2657803.74492161 0.0966093887169531 2657803.74492161 0.103976355734983 2715992.32384829 0.111861589711899 2679301.08982066 0.110350414687293 2689789.82395196 0.116137449006173 2708560.11949743 0.118694764587132 2708560.11949743 0.118694764587132 2679790.59927942 0.119967809085631 2648853.7495562 0.118582840393561 2648853.7495562 0.119151031292376 2644823.38022122 0.118969736774764 2639210.69011297 0.11871726612974 2634246.62920109 0.11921298150282 2620306.72183145 0.119243233663811 2617988.28932589 0.119709895488816 2614256.96340622 0.121002794286657
"MacDill AFB" "macdill" "mcdl" -82.487858 27.8569134 0 0 31910326.6750001 1 31910326.6750001 1 31910326.6750001 1 27510822.5009938 1 25561616.6399973 1 24279936.7579467 1 24279936.7579467 1 23160400.4304331 1 22819541.6109454 1 22819541.6109454 1 22337580.5535185 1 22337580.5535185 1 22231060.2000277 1 22231060.2000277 1 22231060.2000277 1 22096977.996803 1 21974468.8341733 1 21869439.2692914 1 21604930.5209681 1
"Malmstrom AFB" "malmstrom" "mlms" -111.1790622 47.5042584 0 0 1976744.235 0.0619468504704675 1976744.235 0.0619468504704675 1976744.235 0.0619468504704675 1746738.24152686 0.063492766945218 1746738.24152686 0.0683344197719352 1666081.35757482 0.068619674514989 1666081.35757482 0.068619674514989 1575712.87640801 0.068034785544446 1548131.93120827 0.0678423763983808 1548131.93120827 0.0678423763983808 1548131.93120827 0.0693061599710456 1514407.26928102 0.067796387601274 1500423.35400164 0.0674922086711713 1500423.35400164 0.0674922086711713 1500423.35400164 0.0674922086711713 1500423.35400164 0.0679017444927864 1500423.35400164 0.0682803013499137 1468314.9809682 0.0671400378806226 1463603.16516324 0.0677439422331295
