"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
" 39.137861 -121.624439 95733 1 3 0 1 1 13 14 817671 28669 255719 157216 1259275 670283 351022 1021305 41726 2090 3704 47520 195242 1264067 0 0 0 0 0 0 119546 2920 851 1332 3645 0 4 0 4 100 4208 510848 2808 39990 313188 138582 2361 34281 25224 1572 288 46 60224 18083 351 48 111890 0 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "750 FORBES AVE." "YUBA CITY" 95991 5308227137 "SUTTER" 95847 "CO" "MO" "Y" "N" 1616006 2.25 8561.9775 1624567.9775 62.2596014617385 0.00025798076564111 419.10729067148
"CA" "CA0150" "M746" "TUOLUMNE COUNTY LIBRARY" 32 53604 "480 GREENLEY RD.
SONORA, CA 95370
(37.981238, -120.368555)" "480 GREENLEY RD.
SONORA, CA 95370
" 37.981238 -120.368555 53604 1 3 1 2 2 10.25 12.25 887864 14676 0 94750 997290 442666 274896 717562 58480 6971 4195 69646 210083 997291 19732 0 0 0 19732 19752 70612 943 2735 0 2665 0 6 0 6 223 6076 174219 9874 30472 165445 38105 6188 749 1044 737 500 6 11529 9821 45 27 33896 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "480 GREENLEY RD." "SONORA" 95370 2095335507 "TUOLUMNE" 53831 "CO" "MO" "Y" "N" 992270 2.25 5455.77 997725.77 87.8368921387476 0.000129612258360725 129.317490274394
"CA" "CA0153" "M749" "WATSONVILLE PUBLIC LIBRARY" 13 60362 "275 MAIN ST., SUITE 100
WATSONVILLE, CA 95076
(36.908813, -121.755276)" "275 MAIN ST., SUITE 100
WATSONVILLE, CA 95076
" 36.908813 -121.755276 60362 1 1 0 12.5 12.5 28 40.5 3025728 25000 0 48224 3098952 1826522 704399 2530921 115000 35000 21428 171428 172428 2874777 1e+05 12000 0 0 112000 118000 117891 436 7221 278 4873 52 34 0 34 156 4888 532124 76235 64254 387184 128407 523 438 1622 388 296 26 8741 7091 624 62 156422 9360 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "275 MAIN ST., SUITE 100." "WATSONVILLE" 95076 8317683406 "SANTA CRUZ" 271804 "CI" "MO" "Y" "N" 1694623 2.25 10149.435 1704772.435 94.8454898888151 0.000111164631295065 189.510399178766
"CA" "CA0155" "M751" "WILLOWS PUBLIC LIBRARY" 32 13412 "201 N. LASSEN ST.
WILLOWS, CA 95988
(39.521874, -122.199605)" "201 N. LASSEN ST.
WILLOWS, CA 95988
" 39.521874 -122.199605 13412 1 2 0 0.5 0.5 3.78 4.28 283106 0 0 0 283106 86747 30025 116772 11680 658 0 12338 153996 283106 0 0 0 0 0 0 55927 3207 675 1165 1270 0 0 0 0 22 2640 26237 4830 10552 29969 8924 345 124 165 161 161 0 3445 3445 0 21 5220 -1 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "201 N. LASSEN ST." "WILLOWS" 95988 5309345156 "GLENN" 27955 "CI" "MO" "Y" "N" 753567 4.5 2452.62 756019.62 87.5732799256879 0.000130393747861624 98.580231708721
"CA" "CA0156" "M752" "WOODLAND PUBLIC LIBRARY" 23 57223 "250 FIRST ST.
WOODLAND, CA 95695
(38.679615, -121.773124)" "250 FIRST ST.
WOODLAND, CA 95695
" 38.679615 -121.773124 57223 1 0 0 4.12 4.12 7.59 11.71 1498170 48640 0 29847 1576657 389999 277968 667967 117101 13991 37432 168524 448655 1285146 0 0 0 0 0 0 87035 4127 6345 1889 7898 0 8 0 8 100 2091 173961 4150 29812 308236 137336 2987 57322 25563 358 303 6 10589 9751 90 18 25216 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "250 FIRST ST." "WOODLAND" 95695 5306615980 "YOLO" 207590 "CI" "SO" "Y" "N" 1318724 2.25 5619.0525 1324343.0525 29.5986964464694 0.00114144458062442 1511.66420016373
"CA" "CA0157" "M753" "YOLO COUNTY LIBRARY" 41 149158 "226 BUCKEYE ST.
WOODLAND, CA 95695
(38.683424, -121.793732)" "226 BUCKEYE ST.
WOODLAND, CA 95695
" 38.683424 -121.793732 149158 0 7 0 14.85 14.85 21.1 35.95 5517316 14487 6000 858899 6396702 2301587 1179865 3481452 369109 55907 64823 489839 1731851 5703142 0 0 0 35864 35864 32940 347729 3364 20622 2040 34887 0 7 1 8 206 12754 882989 121720 83742 1090171 371726 47687 488 3111 3138 2158 344 66274 54096 6990 104 339000 0 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "226 BUCKEYE ST." "WOODLAND" 95695 5306668005 "YOLO" 207590 "CO" "MA" "Y" "N" 5249452 2.25 15460.665 5264912.665 29.5312593096175 0.00114666370412459 6037.08425834139
"CA" "CA0159" "M755" "YUBA COUNTY LIBRARY" 22 73682 "303 SECOND ST.
MARYSVILLE, CA 95901
(39.137143, -121.587126)" "303 SECOND ST.
MARYSVILLE, CA 95901
" 39.137143 -121.587126 73682 1 0 0 1 1 7 8 467000 0 0 20382 487382 183748 44995 228743 34809 10079 1492 46380 144759 419882 25000 0 0 0 25000 42500 105285 7270 7697 3351 9754 87 4 1 5 26 1352 60122 320 38827 130123 43029 13589 473 76 299 174 56 3759 1836 336 37 22452 18057 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "303 SECOND ST." "MARYSVILLE" 95901 5307497380 "YUBA" 73966 "CO" "SO" "Y" "N" 1597571 2.25 6173.535 1603744.535 62.7929816406361 0.000253616666016902 406.736342109527
"CA" "CA0163" "M813" "BENICIA PUBLIC LIBRARY" 22 27454 "150 E. L ST.
BENICIA, CA 94510
(38.053098, -122.154033)" "150 E. L ST.
BENICIA, CA 94510
" 38.053098 -122.154033 27454 1 0 0 5.88 5.88 13.45 19.3299999999999 1816141 18128 6118 138228 1978615 1062687 458996 1521683 85349 17072 61932 164353 268526 1954562 26810 0 0 0 26810 26810 92705 12854 5851 1873 4931 0 19 0 19 150 3065 254225 26264 19105 490984 189445 9328 53490 60101 694 408 166 15245 9599 3301 20 41211 19108 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "150 E. L ST." "BENICIA" 94510 7077464343 "SOLANO" 431131 "CI" "SO" "Y" "N" 1348181 3 5370.35999999999 1353551.36 19.1108386862577 0.00273804452829809 3706.08389501843
"CA" "CA0164" "M814" "LOS GATOS LIBRARY" 21 30532 "100 VILLA AVENUE
LOS GATOS, CA 95030
(37.220196, -121.977866)" "100 VILLA AVENUE
LOS GATOS, CA 95030
" 37.220196 -121.977866 30532 1 0 0 5.8 5.8 9.9 15.7 2212425 0 0 180167 2392592 993054 409537 1402591 131489 39991 50472 221952 570988 2195531 0 0 0 0 0 0 126950 87755 7857 1208 8233 0 42 0 42 173 2671 368442 33955 33768 648152 215245 15517 132 119 410 376 8 16127 15449 441 42 53181 22050 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "100 VILLA AVENUE" "LOS GATOS" 95030 4083546891 "SANTA CLARA" 1894605 "CI" "SO" "Y" "N" 1863659 3 5102.88 1868761.88 72.794688968322 0.00018871247498641 352.658679535057
"CA" "CA0193" "M874" "FOLSOM PUBLIC LIBRARY" 13 74014 "411 STAFFORD ST
FOLSOM, CA 95630
(38.680834, -121.166992)" "411 STAFFORD ST
FOLSOM, CA 95630
" 38.680834 -121.166992 74014 1 0 0 3 3 10.73 13.73 1308506 0 18000 78112 1404618 704534 385342 1089876 64470 10202 17663 92335 255190 1437401 0 0 0 0 0 0 81744 4061 5795 1874 8251 0 6 1 7 79 2176 257573 40587 34172 541752 319070 8476 60920 73241 648 428 70 28188 23356 1053 27 31980 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "411 STAFFORD ST" "FOLSOM" 95630 9163557374 "SACRAMENTO" 1482026 "CI" "SO" "Y" "N" 1247512 2.25 7055.445 1254567.445 50.5072021125764 0.000392006598892345 491.79871719551
"CA" "CA0197" "M900" "BELVEDERE-TIBURON LIBRARY" 21 11184 "1501 TIBURON BLVD
TIBURON, CA 94920
(37.876837, -122.461666)" "1501 TIBURON BLVD
TIBURON, CA 94920
" 37.876837 -122.461666 11184 1 0 0 8.5 9.25 6.5 15.75 1809310 5000 0 224326 2038636 1147655 287024 1434679 110681 33368 17635 161684 402950 1999313 0 0 0 0 0 0 54154 50309 8447 7946 6206 19667 55 0 55 759 3012 161962 27811 8529 319713 89757 32177 44934 19071 826 282 113 27347 10559 1553 23 18280 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1501 TIBURON BLVD" "TIBURON" 94920 4157892665 "MARIN" 260750 "MJ" "SO" "Y" "N" 905393 4.5 3872.34 909265.34 39.4336177733771 0.000643082594005538 584.732713486527
"CA" "CA0206" "M930" "PLEASANTON PUBLIC LIBRARY" 13 73067 "400 OLD BERNAL AVE.
PLEASANTON, CA 94566
(37.657981, -121.880872)" "400 OLD BERNAL AVE.
PLEASANTON, CA 94566
" 37.657981 -121.880872 73067 1 0 0 11.75 12.75 16 28.75 4370616 0 0 0 4370616 2159910 1314625 3474535 356980 67322 88698 513000 383081 4370616 0 0 0 0 0 0 154254 48957 11543 4010 18680 0 17 0 17 251 3111 555065 85230 70621 1400494 778462 28887 13445 15226 1007 864 14 34224 30226 334 24 32300 41701 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "400 OLD BERNAL AVE." "PLEASANTON" 94566 9259313400 "ALAMEDA" 1610921 "CI" "SO" "Y" "N" 2402544 2.25 9244.5225 2411788.5225 42.6035646515427 0.000550944844756767 1328.76245311492
